Date,c1,c2,A,B,switch,c1_ret,c2_ret,rollex_ret,rollex_px
2005-02-04,110.5,112.9,0,1,0,0.04938271604938271,0.048282265552460624,0.048282265552460624,519.0400095848833
2005-02-07,112.75,115.2,0,1,0,0.020361990950226172,0.02037201062887517,0.02037201062887517,529.613898176958
2005-02-08,111.7,114.2,0,1,0,-0.009312638580931232,-0.00868055555555558,-0.00868055555555558,525.0165553108385
2005-02-09,112.45,115.05,0,1,0,0.006714413607878278,0.00744308231173374,0.00744308231173374,528.92429674704
2005-02-10,113.85,116.5,0,1,0,0.012449977767896803,0.01260321599304648,0.01260321599304648,535.5904439029132
2005-02-11,113.45,116.2,0,1,0,-0.003513394817742599,-0.0025751072961373023,-0.0025751072961373023,534.2112410430773
2005-02-14,112.4,115.4,0,1,0,-0.009255178492728056,-0.0068846815834767705,-0.0068846815834767705,530.5333667501817
2005-02-15,117.8,120.6,0,1,0,0.04804270462633453,0.045060658578855994,0.045060658578855994,554.4395496540027
2005-02-16,116.85,119.5,0,1,0,-0.008064516129032251,-0.009121061359867233,-0.009121061359867233,549.3824725012714
2005-02-17,117.05,119.5,0,1,0,0.0017115960633291571,0.0,0.0,549.3824725012714
2005-02-18,118.05,120.3,0,1,0,0.008543357539513075,0.006694560669455951,0.006694560669455951,553.0603467941669
2005-02-22,115.1,117.25,0,1,0,-0.02498941126641252,-0.02535328345802157,-0.02535328345802157,539.0384510525025
2005-02-23,121.55,123.65,0,1,0,0.05603822762814947,0.05458422174840094,0.05458422174840094,568.4614453956669
2005-02-24,119.2,121.4,0,1,0,-0.01933360756890168,-0.018196522442377683,-0.018196522442377683,558.1174239468983
2005-02-25,115.25,117.4,0,1,0,-0.03313758389261745,-0.0329489291598023,-0.0329489291598023,539.7280524824206
2005-02-28,119.15,121.55,0,1,0,0.03383947939262488,0.035349233390119084,0.035349233390119084,558.8070253768161
2005-03-01,119.05,121.45,0,1,0,-0.0008392782207302663,-0.0008227067050595727,-0.0008227067050595727,558.3472910902042
2005-03-02,119.35,121.55,0,1,0,0.002519949601007987,0.0008233841086866533,0.0008233841086866533,558.8070253768161
2005-03-03,120.9,123.05,0,1,0,0.012987012987013102,0.01234060057589459,0.01234060057589459,565.7030396759951
2005-03-04,121.85,124.05,0,1,0,0.007857733664185185,0.008126777732629042,0.008126777732629042,570.3003825421146
2005-03-07,128.0,130.2,0,1,0,0.050471891670086144,0.049576783555018045,0.049576783555018045,598.574041168749
2005-03-08,130.65,132.85,0,1,0,0.020703125000000044,0.02035330261136714,0.02035330261136714,610.7569997639655
2005-03-09,129.5,131.75,0,1,0,-0.008802143130501427,-0.008280015054572765,-0.008280015054572765,605.6999226112341
2005-03-10,135.75,138.1,0,1,0,0.04826254826254828,0.048197343453510344,0.048197343453510344,634.8930498110925
